endToEndDelay:vector NetworkWithShapingAndPolicing.H2.app[1] (#0 - Exp3RoundRobinWithPolicingAndShaping-0-20210404-00:58:48-71596),
3.717626002304,2.124781385914999978
3.985126002304,2.352281385915000012
4.252626002304,2.57978138591500005
4.520126002304,2.807281385915000082
4.787626002304,3.034781385915000115
5.055126002304,3.26228138591500015
5.322626002304,3.489781385915000187
5.590126002304,3.71728138591499933
5.857626002304,3.944781385914999365
6.125126002304,4.172281385914999405
6.927626002304,4.85478138591500039
7.730126002304,5.53728138591499961
8.532626002304,6.219781385914998825
9.602626002304,7.12978138591499896
12.277626002304,9.40478138591499751
14.150126002304,10.99728138591499866
19.871126039132,3.55828142274299973
22.053626002304,11.82078138591499788
22.989876002304,17.95703138591499475
24.686126039132,7.653281422742999475
25.664876002304,19.31203138591499871
27.807126002304,20.89428138591500066
35.351126039132,16.87828142274300087
37.223626039132,17.27078142274299913
38.026126039132,17.67328142274299545
38.828626039132,17.9557814227430014
39.631126039132,17.95828142274299913
42.614126039132,20.3412814227429947
43.416626039132,20.9837814227430001
44.219126039132,21.4662814227429947
45.289126039132,21.73628142274299782
46.894126039132,22.4212814227430001
47.964126039132,22.69128142274299608
48.766626039132,23.09378142274299952
49.569126039132,23.21628142274299467
50.639126039132,23.4862814227429978
54.054681538807,3.501836922417999695
54.857181538807,4.184336922417999802
56.729681538807,5.77683692241799916
57.532181538807,6.45933692241800014
58.399126039132,28.00628142274300095
59.404681538807,8.051836922417997715
60.207181538807,8.734336922417998715
62.347181538807,10.55433692241799898
65.891626039132,29.45878142274300145
66.883181538807,14.57033692241800077
68.488181538807,15.93533692241799921
69.558181538807,16.84533692241799933
70.439126039132,28.40628142274299945
72.311626039132,27.71878142274299945
73.303181538807,20.03033692241800157
74.105681538807,20.1928369224179959
81.061181538807,23.30833692241800027
83.468681538807,34.0358369224179994
85.341181538807,37.508336922417996
86.143681538807,25.03083692241799687
88.018681538807,26.3858369224180008
88.948118350498,7.075273734109000375
90.693681538807,28.10083692241799712
92.158118350498,9.80527373410900078
92.960618350498,10.48777373410899823
95.241181538807,29.32833692241799627
96.043681538807,28.93083692241799545
97.205618350498,14.25277373410899878
99.880618350498,16.52777373410899733
100.887181538807,29.45433692241800107
101.957181538807,28.80433692241799535
102.759681538807,28.84683692241799937
104.632181538807,29.0393369224179948
107.307181538807,27.95433692241800107
108.109681538807,28.23683692241799992
111.653118350498,21.98027373410899788
112.723118350498,22.41027373410899762
113.525618350498,22.13277373410900132
115.398118350498,23.08527373410899475
116.200618350498,23.4877737341089982
117.003118350498,24.17027373410899562
118.876118350498,25.88327373410899657
119.946118350498,26.55327373410899827
121.818629970498,27.0657853541089962
122.621118350498,27.348273734109
123.691118350498,27.89827373410899712
124.493618350498,28.14077373410899687
126.366118350498,28.81327373410899627
127.168618350498,28.535773734109
127.971118350498,29.13827373410899912
130.656618350498,31.38377373410899892
132.261618350498,31.10877373410900037
133.866618350498,30.31377373410899865
135.739118350498,29.22627373410900007
136.541618350498,29.0687737341090012
137.37857007675,6.50572546036099905
138.414118350498,27.86127373410899807
139.216618350498,28.34377373410899977
142.437118350498,29.48427373410899562
144.309618350498,29.63677373410899905
145.647118350498,29.0142737341089968
147.252118350498,28.85927373410899562
148.054618350498,28.70177373410899682
149.392118350498,28.71927373410899512
150.194618350498,28.5617737341089962
151.264618350498,28.87177373410899852
154.209618350498,29.81677373410899875
156.349618350498,29.51677373410900157
157.419618350498,29.54677373410899562
159.024618350498,29.55177373410899817
160.926745062058,24.81390044566899877
161.98157007675,25.70872546036099485
164.917183356389,3.884338739999999552
168.16257007675,28.68972546036099647
170.03507007675,29.4822254603610004
170.948683356389,9.0758387399999982
172.018683356389,9.98583873999999834
172.97757007675,30.58472546036099962
175.11757007675,30.2847254603609953
177.066183356389,14.43333873999999988
178.06007007675,30.26722546036099705
179.93307007675,31.9002254603609997
180.73557007675,31.58272546036099717
182.60807007675,31.17522546036099827
183.41057007675,30.93772546036100112
184.21307007675,30.9002254603609997
185.091183356389,21.25833873999999916
186.964183356389,23.01133873999999925
187.95807007675,29.96522546036099742
189.639183356389,25.28633873999999782
191.70357007675,32.03072546036099755
192.50607007675,32.23322546036099815
194.454183356389,28.8213387400000015
195.256683356389,29.10383874000000037
196.059183356389,29.50633873999999662
198.734683356389,31.86183873999999592
200.339683356389,32.86683873999999142
201.677183356389,33.52433873999999027
203.549683356389,34.19683873999998967
205.171183356389,4.298338740000000142
206.224683356389,33.47183873999999532
207.027183356389,34.07433874000000157
207.829683356389,34.47683873999999075
210.530357815195,35.69751319880599267
211.577183356389,35.54433874000000045
213.182183356389,34.58933874000000217
215.033683356389,12.24083873999999732
216.103683356389,12.63083873999999788
216.906183356389,13.03333873999999775
218.532183356389,33.7793387399999999
219.581183356389,13.86833873999999862
220.383683356389,14.27083873999999845
223.037183356389,34.2443387400000033
223.839683356389,34.24683874000000107
224.642183356389,34.24933873999999877
226.514683356389,33.48183874000000045
227.584683356389,33.35183873999999082
229.189683356389,33.11683873999999142
229.992183356389,33.63933873999999937
231.084183356389,20.41133873999999785
231.886683356389,20.57383873999999926
233.224183356389,20.95133873999999702
234.294183356389,21.86133874000000066
235.899183356389,23.14633873999999727
236.701683356389,23.62883873999999897
238.576683356389,25.10383874000000037
240.449183356389,26.05633874000000095
242.505694976389,8.99285035999999844
