endToEndDelay:vector NetworkWithShapingAndPolicing.H2.app[1] (#0 - Exp2DropTailWithPolicingAndShaping-0-20210404-00:58:16-71548),
569.793183356389,27.44033874000000127
572.468183356389,29.47533873999999782
573.86707007675,33.31422546036100117
576.223183356389,32.31033873999999157
577.164683356389,33.05183873999999367
577.967183356389,33.6543387399999999
578.769683356389,34.25683873999999195
579.839683356389,35.12683873999999655
580.642183356389,35.80933874000000107
582.769433356389,1.216588739999999718
583.839433356389,2.126588739999999853
584.641933356389,2.809088739999999962
585.457183356389,37.42433873999999592
586.527183356389,37.4943387400000033
588.154933356389,5.802088740000000265
588.957433356389,6.48458873999999949
590.027433356389,7.39458873999999963
591.390433356389,8.55758873999999988
594.175683356389,38.34283873999999045
596.048183356389,38.21533873999999267
596.869433356389,13.35658873999999935
597.671933356389,14.03908874000000035
598.559183356389,38.24633873999999865
599.732683356389,38.37983873999999657
601.708683356389,38.435838739999994
602.882183356389,38.2893387399999907
603.861944976389,19.309100359999995
604.664433356389,19.99158873999999735
612.287683356389,37.77483873999999265
613.611433356389,27.17858873999999495
615.066183356389,38.39333873999999
617.614683356389,38.46183873999999025
625.118582869253,5.045738252864
626.991082869253,6.63823825286399936
628.061082869253,7.548238252863999485
629.033433356389,32.32058873999999082
641.717433356389,33.8445887399999917
643.456082869253,21.3432382528639976
644.392433356389,35.87958874000000245
645.264433356389,36.03158873999998937
646.437933356389,35.92508873999999237
647.507933356389,35.9150887400000015
648.948933356389,36.35608873999998975
650.663582869253,25.83073825286399475
653.867433356389,36.6345887399999979
655.504082869253,28.95123825286400157
658.325582869253,30.69273825286399657
659.128082869253,31.25523825286399657
660.672582869253,32.27973825286399277
661.780082869253,33.06723825286400127
663.488582869253,34.17573825286399362
664.291082869253,34.73823825286399362
665.361082869253,35.4482382528640015
666.905582869253,36.07273825286399912
669.623582869253,35.07073825286398957
670.426082869253,34.9932382528640032
671.496082869253,35.46323825286400207
672.566082869253,35.5732382528640015
674.208582869253,35.41573825286400267
675.011082869253,35.77823825286399977
676.288082869253,35.65523825286399512
677.358082869253,36.125238252863994
679.334082869253,36.2612382528639897
680.136582869253,36.26373825286400157
681.577582869253,36.7847382528640024
683.821082869253,37.22823825286400267
684.623582869253,37.4707382528639952
685.426082869253,37.55323825286399125
686.867082869253,37.554238252863996
689.300082869253,35.06723825286400127
690.370082869253,35.21723825286399277
692.242582869253,35.4897382528640007
693.045082869253,35.85223825286399792
693.847582869253,36.21473825286399502
694.917582869253,36.24473825286399612
696.790082869253,36.4772382528639979
697.963582869253,36.41073825286399302
698.766082869253,36.77323825286399015
699.568582869253,37.2557382528639918
700.638582869253,38.0057382528639918
702.882082869253,38.44923825286399205
703.684582869253,38.61173825286400062
704.487082869253,38.45423825286400175
705.557082869253,38.32423825286399205
707.162082869253,38.16923825286399095
709.077582869253,36.444738252863999
710.147582869253,36.0347382528640024
712.020082869253,36.18723825286399157
713.193582869253,36.84073825286399977
714.263582869253,37.11073825286399582
715.437082869253,37.04423825286399095
718.661683356389,4.788838739999999185
723.898694976389,9.50585036000000013
724.885582869253,36.93273825286399852
726.490582869253,37.49773825286399627
727.376183356389,12.46333873999999747
728.734082869253,37.46123825286399252
729.821183356389,14.54833873999999831
732.228683356389,16.59583873999999775
733.221082869253,38.0682382528639918
734.023582869253,38.51073825286400145
735.171183356389,19.09833873999999543
737.311183356389,20.91833873999999575
738.280582869253,37.28773825286400255
742.603582869253,37.61073825286399582
746.215183356389,28.34233873999999515
752.476250073178,6.00340545678900026
753.278750073178,6.68590545678899948
754.499683356389,31.74683874000000107
756.104683356389,32.39183873999999707
757.803250073178,10.5704054567890004
758.986683356389,32.31383873999999415
763.161250073178,15.32840545678899952
763.963750073178,16.01090545678899696
766.360183356389,34.24733873999998925
767.162683356389,34.52983874000000225
768.232683356389,35.15983873999999767
769.035183356389,35.1623387399999955
771.453750073178,22.38090545678900147
772.452183356389,35.69933874000000157
773.254683356389,36.02183873999999252
774.092683356389,36.21983874
775.904683356389,36.23183874000000045
776.841250073178,26.968405456789
777.613183356389,36.420338739999991
781.681750073178,29.96890545678899525
782.484250073178,30.3714054567889987
784.442750073178,31.44990545678899695
785.245250073178,32.01240545678899695
787.117750073178,33.2849054567889907
788.291250073178,33.77840545678900227
789.093750073178,34.1809054567889915
789.896250073178,34.5834054567889949
790.966250073178,35.13340545678899205
793.192250073178,35.75940545678899675
795.539250073178,34.46640545678899045
796.712750073178,34.47990545678899805
797.782750073178,34.26990545678899015
798.585250073178,34.59240545678899525
800.293750073178,34.22090545678899775
801.363750073178,34.41090545678899545
802.166250073178,34.6934054567889943
803.710750073178,34.91790545678900045
804.780750073178,35.1079054567889982
806.385750073178,35.63290545678898967
807.498750073178,35.82590545678900175
808.568750073178,36.01590545678899942
810.544750073178,36.5519054567890008
811.614750073178,36.70190545678899227
812.417250073178,36.78440545678900252
813.487250073178,37.29440545678899337
814.289750073178,37.29690545678899112
816.406750073178,37.0939054567890024
817.209250073178,36.97640545678899555
818.011750073178,37.09890545678899782
819.081750073178,37.128905456788999
820.255250073178,37.42240545678899352
823.344250073178,36.11140545678900067
824.621250073178,35.42840545678899367
825.794750073178,35.76190545678899455
828.038250073178,35.88540545678900157
828.840750073178,35.96790545678899757
830.014250073178,35.58140545678899952
831.558750073178,35.72590545678899317
832.628750073178,35.71590545678900225
834.233750073178,36.40090545678899032
835.407250073178,36.53440545678900252
836.787750073178,35.47490545678900257
837.590250073178,35.23740545678899125
839.462750073178,35.9499054567889969
840.265250073178,35.8724054567889964
841.335250073178,36.22240545678899065
842.508750073178,36.19590545678899205
844.113761693178,36.64091707678899455
845.554750073178,36.28190545678899062
846.357250073178,36.60440545678899567
847.159750073178,37.00690545678899905
848.065750073178,37.03290545678899532
849.938250073178,38.02540545678900212
850.740750073178,38.3879054567889993
851.810750073178,38.7779054567889999
854.321750073178,37.88890545678898987
856.02582007675,5.23297546036099879
857.039750073178,37.44690545678899675
857.842250073178,37.28940545678899795
860.30582007675,8.872975460360997565
874.495750073178,36.9429054567889919
875.33032007675,22.1374754603609957
877.311750073178,37.1189054567889938
878.21232007675,23.41947546036099925
879.020250073178,36.82740545678899462
883.310250073178,35.91740545678899805
884.59732007675,27.4044754603609987
885.39982007675,27.8869754603610004
887.46182007675,29.0289754603609963
905.96482007675,35.3719754603609998
907.658683356389,19.82583873999999462
908.67532007675,36.04247546036098962
910.747683356389,22.03483873999999781
912.958683356389,23.56583873999999657
915.25882007675,36.10597546036099445
916.06132007675,36.38847546036099327
917.60582007675,36.73297546036098982
918.40832007675,37.0554754603609949
919.58182007675,36.86897546036099962
921.92882007675,36.25597546036100007
924.678683356389,30.56583873999999655
926.904683356389,31.5918387399999999
929.251683356389,31.69883873999999925
931.538183356389,31.22533873999999782
933.410683356389,31.93783873999999645
934.213183356389,32.06033873999999157
935.490183356389,32.17733873999999607
936.292683356389,32.53983873999999317
937.095183356389,32.94233873999999657
938.268683356389,33.39583874000000195
939.338683356389,34.26583873999999227
941.314683356389,34.28183873999999757
942.117183356389,34.52433873999999027
942.97982007675,2.626975460360999815
943.863183356389,35.0703387399999967
944.85232007675,4.219475460361000062
948.022183356389,36.2293387400000027
948.824683356389,36.47183873999999532
949.627183356389,36.9943387400000033
950.46982007675,8.996975460360999905
953.14482007675,11.27197546036099845
953.94732007675,11.95447546036099945
955.01732007675,12.86447546036099961
955.81982007675,13.54697546036100058
960.53932007675,17.74647546036099747
961.91432007675,18.92147546036099462
963.51932007675,20.28647546036099663
965.619183356389,34.34633873999999295
966.99682007675,23.24397546036099972
968.06682007675,24.15397546036099632
969.407183356389,34.97433873999999307
975.81482007675,29.34197546036099867
976.61732007675,29.74447546036099495
978.588183356389,27.0753387399999993
980.339683356389,28.4668387399999999
983.38532007675,33.87247546036100217
984.18782007675,34.27497546036099132
985.30082007675,34.58797546036099377
986.371183356389,33.0983387400000025
987.173683356389,33.70083873999999455
988.821683356389,34.26883873999999237
990.928683356389,34.89583874000000192
991.731183356389,35.25833873999999912
992.801183356389,35.64833873999999965
993.603683356389,35.97083873999999055
994.406183356389,36.01333873999999455
1001.197183356389,36.68433874000000107
1002.062114731249,6.62927011485999881
1003.811683356389,37.37883873999999187
1005.317683356389,36.68483873999998925
1016.976683356389,35.94383873999998957
1018.898114731249,21.66527011486000012
1019.700614731249,22.34777011485999757
1020.530357815195,23.05751319880599926
1024.455114731249,25.14227011485999687
1025.792614731249,25.83977011485999487
1028.323614731249,27.37077011486000077
1042.017114731249,35.0642701148599939
1043.268683356389,16.39583873999999488
1044.959614731249,35.08677011486000187
1045.928683356389,17.93583874000000116
1048.525683356389,19.41283873999999788
1050.304614731249,35.95177011485999675
1052.013114731249,36.54027011485999295
1055.198114731249,36.48527011486000037
1057.070614731249,36.51777011485999925
1057.873114731249,36.36027011486000037
1058.839683356389,25.9668387399999999
1059.642183356389,26.5293387399999999
1060.712183356389,27.23933874000000077
1061.782183356389,28.0293387399999999
1064.707183356389,29.47433874000000017
1065.777183356389,30.10433873999999565
1067.753183356389,31.04033873999999562
1068.823183356389,31.67033873999999815
1071.37482007675,1.261975460361000051
1074.486183356389,33.9733387400000025
1075.392183356389,34.15933873999999532
1079.283683356389,33.77083874000000195
1080.74532007675,9.43247546036099745
1082.98882007675,11.35597546036099809
1084.05882007675,12.26597546036099823
1085.930694976389,33.81785035999999415
1089.615183356389,34.10233873999999317
1090.417683356389,34.02483873999999265
1092.17232007675,19.41947546036099928
1092.97482007675,20.10197546036099676
1094.715683356389,33.28283874000000242
1100.938683356389,34.46583873999999512
1101.91382007675,27.3209754603609979
1103.078683356389,35.24583873999999625
1106.583683356389,24.5908387399999952
1107.386183356389,25.2733387399999997
1108.559683356389,26.12683873999999657
1110.74932007675,31.7164754603609963
1111.58932007675,32.2364754603609923
1112.910183356389,29.5173387399999995
1115.97282007675,34.05997546036100217
1116.932683356389,32.65983873999999777
1118.348683356389,33.39583874000000195
1119.418683356389,33.30583873999999855
1120.227193131897,33.31434851550800132
1122.835683356389,34.08283873999999962
1134.744683356389,33.27183873999999252
1136.526183356389,12.93333873999999988
1137.790683356389,34.2778387399999927
1138.860683356389,34.74783873999999157
1144.094183356389,34.58133873999999237
1145.038183356389,20.44533873999999676
1148.267683356389,34.9548387399999994
1149.197183356389,24.00433874000000135
1150.374683356389,34.26183874000000157
1151.337183356389,25.4643387399999951
1153.420683356389,35.22783873999999562
1155.129183356389,35.29633873999999577
1158.267183356389,29.07433874000000157
1168.425183356389,9.79233873999999812
1169.739183356389,33.30633874000000095
1171.982683356389,33.3498387399999955
1174.189183356389,14.75633874000000028
1175.460183356389,34.06733873999999657
1177.703683356389,34.6708387399999934
1178.506183356389,35.27333873999999965
1181.759183356389,36.24633873999999865
1182.561683356389,36.32883873999999462
1184.434183356389,37.2813387399999952
1185.245683356389,36.37283873999999157
1187.161183356389,36.16833873999999567
1187.991183356389,35.9183387399999957
1189.967183356389,36.45433873999999695
1193.220183356389,36.34733873999999767
1194.540183356389,29.34733873999999777
1196.412683356389,30.61983873999999857
1198.431683356389,31.27883873999999755
1199.501683356389,31.8288387399999947
1200.304183356389,32.3913387399999947
1202.547683356389,33.9548387399999995
1203.350183356389,34.5173387399999994
1204.152683356389,34.7998387399999983
1205.222683356389,34.38983874000000167
1206.827694976389,34.9148503600000025
1207.630183356389,34.91733873999999092
1209.174683356389,34.90183874000000217
1210.244683356389,35.09183873999999987
1211.685683356389,34.9328387399999939
1212.755683356389,35.60283873999999562
1214.999183356389,36.16633874000000037
1215.801683356389,36.64883874000000205
1217.717183356389,36.80433873999999132
1218.519683356389,37.32683873999999937
1220.530357815195,37.21751319880600295
1221.669183356389,36.75633873999998957
1223.213683356389,36.82083873999999912
1224.283683356389,36.97083873999999055
1225.888683356389,37.09583873999999055
1227.062183356389,36.74933873999999877
1229.512683356389,35.31983873999999437
1230.582683356389,35.46983874
1231.652683356389,35.69983873999998975
1232.455183356389,36.02233873999999492
1233.525183356389,36.45233874000000165
1234.327683356389,36.69483873999999437
1235.932683356389,36.81983873999999437
