packetReceived:vector(packetBytes) NetworkWithShapingAndPolicing.H2.app[0] (#0 - Exp3RoundRobinWithPolicingAndShaping-0-20210404-00:58:48-71596),
929.493657116389,172
929.687040626788,172
929.997540626788,172
941.563040626788,172
941.873540626788,172
952.816040626788,172
952.919540626788,172
953.126540626788,172
953.437040626788,172
953.747540626788,172
961.39479383675,172
961.57554383675,172
961.88604383675,172
972.45229383675,172
972.83604383675,172
973.14654383675,172
984.23979383675,172
984.34329383675,172
984.91904383675,172
995.99304383675,172
996.09654383675,172
996.20004383675,172
996.51054383675,172
996.92454383675,172
1008.38454383675,172
1012.003040626788,172
1012.313540626788,172
1012.624040626788,172
1021.378290626788,172
1021.451540626788,172
1021.84304383675,172
1022.15354383675,172
1032.45229383675,172
1032.93954383675,172
1033.25004383675,172
1044.18729383675,172
1044.39154383675,172
1044.70204383675,172
1045.01254383675,172
1055.179540626788,172
1055.490040626788,172
1057.991312149152,172
1058.301812149152,172
1069.72979383675,172
1070.243812149152,172
1081.082812149152,172
1081.186312149152,172
1081.393312149152,172
1081.703812149152,172
1082.014312149152,172
1092.855312149152,172
1092.958812149152,172
1093.062312149152,172
1093.683312149152,172
1104.948562149152,172
1105.143312149152,172
1116.719062149152,172
1117.017312149152,172
1117.327812149152,172
1128.166812149152,172
1128.270312149152,172
1128.373812149152,172
1128.580812149152,172
1133.490407116389,172
1133.593907116389,172
1133.874157116389,172
1134.184657116389,172
1144.957907116389,172
1145.061407116389,172
1145.164907116389,172
1145.445157116389,172
1145.755657116389,172
1157.102907116389,172
1158.502157116389,172
1158.605657116389,172
1158.709157116389,172
1158.916157116389,172
1169.969657116389,172
1170.073157116389,172
1170.590657116389,172
1170.901157116389,172
1181.740157116389,172
1181.843657116389,172
1182.050657116389,172
1182.361157116389,172
1193.565907116389,172
1193.639157116389,172
1193.926657116389,172
1194.237157116389,172
1205.605907116389,172
1205.679157116389,172
1205.904157116389,172
1217.108907116389,172
1217.571157116389,172
1217.985157116389,172
1229.171157116389,172
1229.495657116389,172
1230.527157116389,172
1230.734157116389,172
