endToEndDelay:vector NetworkWithShapingAndPolicing.H2.app[1] (#0 - Exp1DropTailWithoutPolicingAndShaping-0-20210404-00:57:15-71490),
114.241126002304,46.04828138591498982
114.612126002304,46.37928138591499285
114.983126002304,46.71028138591499595
115.354126002304,47.04128138591499905
115.621626002304,54.02878138591499615
115.889126002304,54.21628138591499615
116.156626002304,47.7637813859149956
116.424126002304,54.71128138591500065
116.691626002304,54.85878138591499455
116.959126002304,55.0462813859149945
117.226626002304,54.9937813859149995
117.494126002304,55.1412813859149933
117.761626002304,55.2887813859150013
118.236126002304,55.5232813859149983
118.503626002304,55.31078138591499265
118.771126002304,55.5382813859149988
119.142126002304,55.66928138591499905
119.409626002304,55.73678138591499455
119.677126002304,55.8042813859149899
120.048126002304,50.855281385914992
120.315626002304,51.0827813859149982
120.583126002304,51.2702813859149982
120.850626002304,56.53778138591499655
121.118126002304,56.76528138591500275
121.385637622304,56.83279300591499325
121.690626002304,57.01778138591500045
121.958126002304,52.3252813859149908
122.225626002304,56.99278138591499475
122.493126002304,57.14028138591500275
122.864126002304,53.07128138591500005
123.131626002304,56.4587813859150029
123.399126002304,53.52628138591499845
123.770126002304,53.77728138591500315
124.037626002304,53.96478138591500315
124.305126002304,54.1922813859149952
124.572626002304,54.3797813859149952
124.840126002304,54.52728138591500315
125.107626002304,54.5547813859149924
125.375126002304,54.622281385915002
125.642626002304,54.8497813859149941
125.910126002304,55.03728138591499405
126.177626002304,54.94478138591499295
126.445126002304,55.13228138591499285
126.712626002304,55.19978138591500265
126.980126002304,55.26728138591499805
127.247626002304,55.45478138591499805
127.515126002304,55.5222813859149935
127.782626002304,55.58978138591500315
128.050126002304,55.77728138591500315
128.317626002304,55.684781385915002
128.688626002304,55.4957813859149948
128.956126002304,55.5632813859149904
129.223626002304,55.7507813859149904
129.491126002304,55.818281385915
129.758626002304,55.8857813859149954
130.026126002304,56.0732813859149954
130.293626002304,56.1407813859149908
130.561126002304,56.24828138591499265
131.139126002304,55.94628138591500005
131.406626002304,55.893781385914991
131.711626002304,55.998781385914995
131.979126002304,56.06628138591499045
132.246626002304,56.25378138591499045
132.617626002304,55.90478138591500085
132.885126002304,55.9722813859149963
133.256126002304,55.8232813859149954
133.523626002304,55.81078138591499265
133.791126002304,55.95828138591500065
134.058626002304,56.1057813859149943
134.326126002304,56.21328138591499605
134.593626002304,56.44078138591500225
134.861126002304,56.62828138591500225
135.128626002304,56.69578138591499765
135.396126002304,56.9232813859149897
135.663626002304,57.0307813859149914
135.931126002304,57.25828138591499765
136.302126002304,57.0292813859149985
136.569626002304,57.13678138591500005
136.837126002304,57.284281385914994
137.104626002304,57.27178138591499105
137.372126002304,57.41928138591499905
137.639626002304,57.56678138591499285
137.907126002304,57.4342813859149997
138.174626002304,57.461781385915003
138.545626002304,57.4327813859149925
138.916626002304,57.40378138591499615
139.184126002304,57.5112813859149978
139.451626002304,57.53878138591500125
139.719126002304,57.64628138591500285
140.090126002304,57.6572813859149986
140.357626002304,57.80478138591499235
140.832126002304,58.1192813859150019
141.099626002304,58.2667813859149956
141.367126002304,58.33428138591499105
141.672126002304,58.35928138591499685
141.939626002304,58.38678138591500005
142.207126002304,58.4942813859150019
142.474626002304,58.6417813859149956
142.742126002304,58.7892813859149894
143.216626002304,58.4637813859149983
143.484126002304,58.5312813859149938
143.855126002304,58.38228138591499285
144.122626002304,58.5297813859150008
144.390126002304,58.7172813859150008
144.756626002304,58.68378138591499725
145.024126002304,58.71128138591500065
145.291626002304,58.6987813859149978
145.559126002304,25.3662813859149948
145.826626002304,25.59378138591500107
146.094126002304,25.82128138591500022
146.465126002304,26.1522813859149962
146.732626002304,26.37978138591499532
147.000126002304,26.60728138591500157
147.267626002304,26.83478138591500072
147.535126002304,27.06228138591499985
147.802626002304,58.849781385914994
148.070126002304,27.5572813859149973
148.337626002304,27.7847813859149965
148.605126002304,28.01228138591499562
148.872626002304,28.23978138591499472
149.140126002304,28.467281385915001
149.407626002304,28.69478138591500015
149.675126002304,28.92228138591499937
149.942626002304,29.14978138591499842
150.227193131897,29.39434851550799965
150.477626002304,29.6047813859149967
150.745126002304,29.8322813859149959
151.012626002304,30.05978138591499502
151.280126002304,30.28728138591500127
151.585126002304,59.4722813859149963
151.852626002304,59.53978138591499175
152.223626002304,31.15078138591499612
152.594626002304,31.4817813859149992
152.965626002304,59.13278138591499535
153.233126002304,58.720281385915001
153.500626002304,58.74778138591499015
153.768126002304,32.45528138591500052
154.035626002304,59.12278138591499015
154.303126002304,32.9502813859149909
154.570626002304,59.61778138591499475
154.838126002304,59.76528138591500275
155.105626002304,59.95278138591500275
155.373126002304,60.06028138591499015
155.640626002304,60.04778138591500155
155.908126002304,34.35528138591499202
156.175626002304,60.38278138591499535
156.443126002304,60.49028138591499705
156.710626002304,60.7177813859150033
157.081626002304,60.768781385914991
157.349126002304,60.47628138591500125
157.616626002304,60.623781385914995
157.884126002304,60.6912813859149904
158.151626002304,60.63878138591499555
158.419126002304,60.74628138591499725
158.790126002304,60.0772813859150003
159.057626002304,60.1047813859149894
159.325126002304,37.2122813859149913
159.592626002304,37.43978138591499755
159.963626002304,59.97078138591498925
160.231126002304,60.0782813859149908
160.498626002304,60.2257813859149988
160.766126002304,60.29328138591499425
161.033626002304,60.32078138591499765
161.301126002304,38.90828138591498927
161.606126002304,60.61328138591500175
161.873626002304,39.44078138591500232
162.141126002304,39.66828138591499437
162.408626002304,60.8957813859150006
162.676126002304,40.1632813859149989
162.943626002304,40.390781385914991
163.211126002304,40.61828138591499727
163.478626002304,40.84578138591498927
163.746126002304,41.07328138591499552
164.117126002304,61.4042813859149985
164.384626002304,41.63178138591499062
164.652126002304,61.5392813859149894
164.919626002304,61.4067813859149961
165.187126002304,61.514281385914998
165.454626002304,61.3817813859149905
165.722126002304,61.409281385914994
165.989626002304,61.35678138591499905
166.360626002304,61.28778138591499655
166.628126002304,43.67528138591499937
166.999126002304,61.6062813859149966
167.370126002304,61.1772813859149946
167.637626002304,61.16478138591499175
168.008626002304,44.93578138591499267
168.276126002304,61.28328138591498925
168.543626002304,61.4307813859149971
168.811126002304,45.69828138591499552
169.182126002304,61.66928138591499905
169.449626002304,61.29678138591499685
169.717126002304,61.2442813859150019
169.984626002304,61.1117813859149945
170.252126002304,61.05928138591499965
170.519626002304,47.2067813859149934
170.787126002304,61.1942813859149905
171.054626002304,61.1417813859149956
171.322126002304,61.16928138591499905
171.627126002304,61.274281385915003
171.894626002304,61.42178138591499685
172.162126002304,61.409281385914994
172.429626002304,61.39678138591499105
172.697126002304,49.06428138591499515
172.964626002304,49.2917813859150014
173.232126002304,49.5192813859149934
173.499626002304,49.7467813859149997
173.767126002304,49.97428138591499175
174.034626002304,50.201781385914998
174.302126002304,50.42928138591499
174.569626002304,50.6567813859149963
174.837126002304,60.8042813859149899
175.208126002304,51.1752813859149993
175.579126002304,51.5062813859150024
175.950126002304,60.997281385915002
176.217626002304,52.1047813859149895
176.588626002304,60.8357813859149983
176.856126002304,52.1832813859149949
177.332126002304,52.4192813859149992
177.599626002304,52.5267813859150008
177.867126002304,52.67428138591499455
178.134626002304,52.8217813859150024
178.402126002304,52.92928138591499
178.669626002304,53.076781385914998
178.937126002304,61.54428138591499905
179.204626002304,61.6517813859150008
179.472126002304,61.5192813859149934
179.739626002304,61.4667813859149985
180.007126002304,61.4542813859149956
180.274626002304,61.52178138591499105
180.542126002304,53.7492813859149974
180.809626002304,53.85678138591499905
181.077126002304,54.00428138591499285
181.344626002304,54.1517813859150008
181.649626002304,54.29678138591499685
181.917126002304,54.4442813859149906
182.184626002304,62.4317813859150019
182.452126002304,54.69928138591500015
182.719626002304,62.8067813859150019
182.987126002304,55.1942813859149906
183.254626002304,63.1817813859150019
183.522126002304,51.20928138591499115
183.789626002304,51.4367813859149974
184.057126002304,51.6242813859149974
184.406126002304,56.0932813859149914
184.673626002304,56.2007813859149932
184.941126002304,56.22828138591499655
185.208626002304,56.21578138591499375
185.476126002304,56.36328138591500175
185.743626002304,56.47078138591498925
186.011126002304,56.6182813859149971
186.278626002304,56.84578138591498925
186.546126002304,57.03328138591498925
186.813626002304,57.1807813859149971
187.081126002304,57.40828138591498925
187.555626002304,54.28278138591500105
187.823126002304,57.5502813859149993
188.090626002304,54.7777813859149914
188.358126002304,57.9252813859149993
188.625626002304,55.2727813859149959
188.893126002304,55.50028138591500215
189.264126002304,55.6312813859150024
189.531626002304,55.8587813859149945
189.799126002304,56.0062813859150024
190.170126002304,59.1772813859149946
190.437626002304,59.2847813859149963
190.705126002304,59.5122813859150026
191.076126002304,56.96328138591499605
191.343626002304,59.91078138591500105
191.648626002304,57.4557813859150029
191.916126002304,57.6432813859150029
192.183626002304,60.47078138591498925
192.451126002304,60.6182813859149971
192.718626002304,60.7257813859149988
192.986126002304,60.8732813859149926
193.253626002304,58.22078138591498925
193.521126002304,41.56828138591500007
193.788626002304,58.5157813859149908
194.056126002304,42.0632813859149904
194.323626002304,42.29078138591499662
194.694626002304,42.6217813859149997
195.065626002304,42.95278138591500275
195.333126002304,58.9002813859149936
195.600626002304,43.44778138591499315
195.868126002304,43.67528138591499937
196.239126002304,44.00628138591500242
196.817126002304,44.50428138591499287
197.084626002304,59.01178138591500005
197.352126002304,44.99928138591499742
197.619626002304,59.3067813859150019
197.887126002304,59.3742813859149973
198.154626002304,59.48178138591499905
198.422126002304,45.94928138591500025
198.689626002304,59.89678138591499105
198.957126002304,59.9642813859150008
199.224626002304,60.0717813859150024
199.492126002304,46.89928138591500315
199.759626002304,47.12678138591499515
200.027126002304,60.3942813859149934
200.294626002304,47.6217813859149997
200.562126002304,47.84928138591499175
200.829626002304,48.076781385914998
201.200626002304,48.40778138591500105
201.712626002304,61.1997813859150026
201.980126002304,61.3472813859149963
202.247626002304,49.37478138591499975
202.515126002304,49.6022813859149919
202.782626002304,49.8297813859149981
203.050126002304,50.05728138591499005
203.317626002304,50.24478138591499005
203.585126002304,50.43228138591499005
203.852626002304,50.61978138591499005
204.120126002304,50.80728138591499005
204.387626002304,50.9547813859149981
204.758626002304,51.16578138591499655
205.026126002304,51.3932813859150029
205.293626002304,51.6207813859149949
205.561126002304,51.7682813859150029
205.828626002304,51.9557813859150029
206.096126002304,52.1432813859150029
206.363626002304,52.3707813859149949
206.631126002304,52.59828138591500115
206.898626002304,52.8257813859149932
207.166126002304,53.0532813859149994
207.433626002304,53.28078138591499145
207.701126002304,53.5082813859149977
207.968626002304,53.73578138591498975
208.236126002304,53.92328138591498975
208.503626002304,54.11078138591498975
208.771126002304,54.29828138591498975
209.038626002304,54.52578138591499605
209.306126002304,54.71328138591499605
209.573626002304,54.9407813859150023
209.841126002304,55.1682813859149943
210.227193131897,54.27434851550799505
210.479626002304,54.36678138591499
210.747126002304,54.4342813859149997
211.014626002304,54.6217813859149997
211.282126002304,54.60928138591499685
211.690626002304,54.21778138591500335
212.061626002304,54.18878138591499265
212.329126002304,54.29628138591499455
212.596626002304,54.52378138591500065
212.864126002304,54.67128138591499455
213.131626002304,54.85878138591499455
213.399126002304,55.08628138591500065
213.666626002304,55.2337813859149945
213.934126002304,55.46128138591500065
214.201626002304,55.52878138591499615
214.469126002304,55.7562813859150024
214.736626002304,29.3837813859150002
215.004126002304,56.21128138591500065
215.271626002304,30.6787813859149948
215.642626002304,30.24978138591499982
215.910126002304,56.7172813859150008
216.177626002304,30.7447813859149973
216.445126002304,30.9722813859149965
216.712626002304,32.07978138591499815
216.980126002304,31.467281385915001
217.247626002304,31.69478138591500015
217.515126002304,31.92228138591499937
217.782626002304,33.10978138591499937
218.050126002304,32.41728138591498967
218.317626002304,58.16478138591499175
218.688626002304,58.4957813859149948
218.956126002304,58.5632813859149903
219.223626002304,58.79078138591499655
219.491126002304,58.8982813859149983
219.758626002304,70.72578138591498465
220.026126002304,35.63328138591499777
220.293626002304,34.5007813859149904
220.561126002304,71.36828138591499705
221.035626002304,35.2027813859150028
221.303126002304,59.8702813859149925
221.711626002304,59.8787813859149904
221.979126002304,59.8662813859150018
222.246626002304,59.893781385914991
222.514126002304,59.88128138591500235
222.781626002304,59.8687813859149995
223.049126002304,59.97628138591500125
223.316626002304,60.123781385914995
223.584126002304,71.71128138591498635
223.851626002304,60.13878138591499555
224.119126002304,60.24628138591499725
224.386626002304,60.47378138591498925
224.757626002304,38.5247813859149913
225.025126002304,60.872281385915002
225.292626002304,61.059781385915002
225.560126002304,39.28728138591499412
225.827626002304,61.474781385914994
226.095126002304,41.66228138591499412
226.362626002304,61.4497813859150026
226.630126002304,61.5972813859149963
226.897626002304,61.74478138591499005
227.268626002304,61.755781385915
227.639626002304,41.2067813859149935
227.907126002304,43.0742813859150003
228.174626002304,61.461781385915003
228.545626002304,61.7127813859149936
228.813126002304,61.940281385915
229.184126002304,62.07128138591500005
229.451626002304,62.1787813859150018
229.719126002304,62.16628138591499905
229.986626002304,62.27378138591500065
230.254126002304,62.4212813859149944
230.521626002304,61.768781385914991
230.789126002304,61.75628138591500235
231.160126002304,43.3272813859150004
231.465126002304,61.5122813859150026
231.732626002304,61.37978138591499515
232.000126002304,61.52728138591500315
232.267626002304,61.63478138591499065
232.535126002304,61.662281385914994
232.802626002304,61.60978138591499925
233.070126002304,61.5972813859149963
233.337626002304,48.7847813859149963
233.605126002304,44.89228138591499815
233.872626002304,45.11978138591499007
234.243626002304,45.3307813859150029
234.511126002304,45.5182813859150029
234.778626002304,45.6257813859149904
235.046126002304,45.8132813859149904
235.313626002304,62.04078138591499655
235.581126002304,46.10828138591499205
235.848626002304,62.45578138591500285
236.116126002304,46.5632813859149904
236.383626002304,46.79078138591499655
236.651126002304,46.9382813859149904
236.918626002304,47.1257813859149904
237.186126002304,47.35328138591499655
237.453626002304,47.5007813859149904
237.824626002304,62.7517813859149951
238.092126002304,62.899281385915003
238.359626002304,62.88678138591500005
238.627126002304,62.7142813859150008
238.894626002304,62.8617813859149945
239.265626002304,62.91278138591499655
239.533126002304,62.10028138591499655
239.800626002304,62.167781385914992
240.068126002304,62.2752813859149936
240.439126002304,61.84628138591499155
240.706626002304,61.83378138591500285
240.974126002304,61.82128138591500005
241.241626002304,61.4487813859149978
241.650137622304,60.73729300591499205
241.917626002304,60.7647813859150003
242.185126002304,60.872281385915002
242.452626002304,61.059781385915002
242.720126002304,61.00728138591499285
242.987626002304,60.95478138591499805
243.255126002304,60.82228138591499065
243.522626002304,60.809781385915002
243.790126002304,60.79728138591499925
244.057626002304,60.9047813859150008
244.325126002304,60.9722813859149963
244.592626002304,60.9597813859149935
244.860126002304,61.1472813859149935
245.127626002304,61.13478138591499065
245.498626002304,55.18578138591499265
245.766126002304,55.4132813859149988
246.033626002304,55.6007813859149988
246.404626002304,55.7717813859149911
246.672126002304,55.9992813859149973
246.939626002304,56.22678138591498945
247.207126002304,56.4542813859149956
247.474626002304,56.6817813859150019
247.845626002304,56.85278138591499415
248.216626002304,57.10378138591499905
248.587626002304,57.0347813859149963
248.855126002304,57.10228138591499175
249.122626002304,57.28978138591499175
249.390126002304,57.27728138591500315
249.657626002304,57.2647813859150003
249.925126002304,57.412281385914994
250.192626002304,57.39978138591499125
250.460126002304,57.58728138591499125
250.727626002304,57.57478138591500265
250.995126002304,57.64228138591499805
251.300126002304,57.86728138591499235
251.567626002304,57.8547813859149894
251.835126002304,58.0022813859149975
252.102626002304,58.10978138591499925
252.370126002304,58.1372813859150026
252.637626002304,58.00478138591499515
253.008626002304,57.81578138591500225
253.276126002304,57.8432813859149914
253.543626002304,58.0307813859149914
253.811126002304,58.17828138591499935
254.078626002304,58.36578138591499935
254.346126002304,58.5932813859149914
254.613626002304,58.66078138591500105
254.881126002304,58.88828138591499315
255.148626002304,58.95578138591500285
255.416126002304,58.943281385915
255.683626002304,59.130781385915
255.951126002304,59.19828138591499535
256.218626002304,59.3057813859149971
256.486126002304,59.4532813859149908
256.857126002304,59.22428138591499175
257.124626002304,59.37178138591499965
257.392126002304,59.4792813859150013
257.763126002304,59.3702813859149925
258.030626002304,59.43778138591500215
258.298126002304,59.62528138591500215
258.565626002304,59.6927813859149976
258.833126002304,59.760281385914993
259.100626002304,59.947781385914993
259.368126002304,60.01528138591500275
259.635626002304,59.80278138591499705
259.903126002304,59.8302813859150004
260.170626002304,59.8577813859149896
260.438126002304,59.80528138591499475
260.705626002304,59.63278138591499535
261.217626002304,58.66478138591499175
261.485126002304,58.5322813859149986
261.752626002304,58.6397813859150003
262.020126002304,58.50728138591499285
262.287626002304,58.5347813859149963
262.555126002304,58.60228138591499175
262.822626002304,58.54978138591499685
263.193626002304,58.0007813859149903
